,uri,label
88,http://human.owl#NCI_C12315,Fundus_Uteri
89,http://human.owl#NCI_C12316,Corpus_Uteri
90,http://human.owl#NCI_C12318,Broad_Ligament
91,http://human.owl#NCI_C12319,Round_Ligament
92,http://human.owl#NCI_C12320,Parametrium
93,http://human.owl#NCI_C12321,Appendage_of_the_Uterus
94,http://human.owl#NCI_C12323,Prepuce
95,http://human.owl#NCI_C12324,Glans_Penis
96,http://human.owl#NCI_C12325,Body_of_the_Penis
97,http://human.owl#NCI_C12328,Epididymis
98,http://human.owl#NCI_C12329,Spermatic_Cord
99,http://human.owl#NCI_C12331,Bladder_Trigone
100,http://human.owl#NCI_C12332,Dome_of_the_Bladder
101,http://human.owl#NCI_C12333,Lateral_Wall_of_the_Bladder
102,http://human.owl#NCI_C12334,Anterior_Wall_of_the_Bladder
103,http://human.owl#NCI_C12335,Posterior_Wall_of_the_Bladder
104,http://human.owl#NCI_C12336,Bladder_Neck
105,http://human.owl#NCI_C12337,Ureteric_Orifice
106,http://human.owl#NCI_C12339,Paraurethral_Gland
107,http://human.owl#NCI_C12341,Conjunctiva
108,http://human.owl#NCI_C12342,Cornea
109,http://human.owl#NCI_C12343,Retina
110,http://human.owl#NCI_C12344,Choroid
111,http://human.owl#NCI_C12345,Ciliary_Body
112,http://human.owl#NCI_C12346,Lacrimal_Gland
113,http://human.owl#NCI_C12347,Orbit
114,http://human.owl#NCI_C12348,Meninges
115,http://human.owl#NCI_C12349,Cerebral_Meninges
116,http://human.owl#NCI_C12350,Spinal_Meninges
117,http://human.owl#NCI_C12351,Cerebral_Hemisphere
118,http://human.owl#NCI_C12352,Frontal_Lobe
119,http://human.owl#NCI_C12353,Temporal_Lobe
120,http://human.owl#NCI_C12354,Parietal_Lobe_of_the_Brain
121,http://human.owl#NCI_C12355,Occipital_Lobe
122,http://human.owl#NCI_C12356,Ventricle_Brain
123,http://human.owl#NCI_C12357,Craniopharyngeal_Duct
124,http://human.owl#NCI_C12358,Head_and_Neck_Lymph_Node
125,http://human.owl#NCI_C12359,Intrathoracic_Lymph_Node
126,http://human.owl#NCI_C12360,Intra-abdominal_Lymph_Node
127,http://human.owl#NCI_C12362,Lymph_Node_of_Inguinal_Region_or_Leg
128,http://human.owl#NCI_C12363,Pelvic_Lymph_Node
129,http://human.owl#NCI_C12366,Bone
130,http://human.owl#NCI_C12367,Mammary_Gland
131,http://human.owl#NCI_C12368,Areola
132,http://human.owl#NCI_C12369,Breast_Fat_Pad
133,http://human.owl#NCI_C12370,Mammary_Gland_Tissue
134,http://human.owl#NCI_C12371,Myocardium
135,http://human.owl#NCI_C12372,Artery
136,http://human.owl#NCI_C12373,Cartilage
137,http://human.owl#NCI_C12374,Connective_Tissue
138,http://human.owl#NCI_C12375,Anal_Canal
139,http://human.owl#NCI_C12376,Bile_Duct
140,http://human.owl#NCI_C12377,Gallbladder
141,http://human.owl#NCI_C12378,Gastrointestinal_System
142,http://human.owl#NCI_C12379,Large_Intestine
143,http://human.owl#NCI_C12380,Vermiform_Appendix
144,http://human.owl#NCI_C12381,Cecum
145,http://human.owl#NCI_C12382,Colon
146,http://human.owl#NCI_C12383,Right_Colon
147,http://human.owl#NCI_C12384,Sigmoid_Colon
148,http://human.owl#NCI_C12385,Transverse_Colon
149,http://human.owl#NCI_C12386,Small_Intestine
150,http://human.owl#NCI_C12387,Ileum
151,http://human.owl#NCI_C12388,Jejunum
152,http://human.owl#NCI_C12389,Esophagus
153,http://human.owl#NCI_C12390,Rectum
154,http://human.owl#NCI_C12391,Stomach
155,http://human.owl#NCI_C12392,Liver
156,http://human.owl#NCI_C12393,Pancreas
157,http://human.owl#NCI_C12394,Ear
158,http://human.owl#NCI_C12395,Cochlea
159,http://human.owl#NCI_C12396,Adrenal_Cortex
160,http://human.owl#NCI_C12397,Adrenal_Medulla
161,http://human.owl#NCI_C12398,Pineal_Gland
162,http://human.owl#NCI_C12399,Pituitary_Gland
163,http://human.owl#NCI_C12400,Thyroid_Gland
164,http://human.owl#NCI_C12401,Eye
165,http://human.owl#NCI_C12402,Female_Reproductive_System
166,http://human.owl#NCI_C12403,Fallopian_Tube
167,http://human.owl#NCI_C12404,Ovary
168,http://human.owl#NCI_C12405,Uterus
169,http://human.owl#NCI_C12406,Pregnant_Uterus
170,http://human.owl#NCI_C12407,Vagina
171,http://human.owl#NCI_C12408,Vulva
172,http://human.owl#NCI_C12409,Penis
173,http://human.owl#NCI_C12410,Prostate_Gland
174,http://human.owl#NCI_C12411,Prostate_MF
175,http://human.owl#NCI_C12412,Testis
176,http://human.owl#NCI_C12413,Urinary_System
177,http://human.owl#NCI_C12414,Bladder
178,http://human.owl#NCI_C12415,Kidney
179,http://human.owl#NCI_C12416,Ureter
180,http://human.owl#NCI_C12417,Urethra
181,http://human.owl#NCI_C12418,Head_and_Neck
182,http://human.owl#NCI_C12419,Head
183,http://human.owl#NCI_C12420,Larynx
184,http://human.owl#NCI_C12421,Oral_Cavity
185,http://human.owl#NCI_C12422,Tongue
186,http://human.owl#NCI_C12423,Nasopharynx
187,http://human.owl#NCI_C12424,Nasal_Cavity
188,http://human.owl#NCI_C12425,Pharynx
189,http://human.owl#NCI_C12426,Salivary_Gland
190,http://human.owl#NCI_C12427,Parotid_Gland
191,http://human.owl#NCI_C12428,Trachea
192,http://human.owl#NCI_C12429,Limb
193,http://human.owl#NCI_C12431,Bone_Marrow
194,http://human.owl#NCI_C12432,Spleen
195,http://human.owl#NCI_C12433,Thymus_Gland
196,http://human.owl#NCI_C12434,Blood
197,http://human.owl#NCI_C12435,Muscle_Tissue
198,http://human.owl#NCI_C12436,Striated_Muscle_Tissue
199,http://human.owl#NCI_C12437,Smooth_Muscle_Tissue
200,http://human.owl#NCI_C12438,Central_Nervous_System
201,http://human.owl#NCI_C12439,Brain
202,http://human.owl#NCI_C12440,Amygdala
203,http://human.owl#NCI_C12441,Brain_Stem
204,http://human.owl#NCI_C12442,Medulla_Oblongata
205,http://human.owl#NCI_C12443,Cortex
206,http://human.owl#NCI_C12444,Hippocampus
207,http://human.owl#NCI_C12445,Cerebellum
208,http://human.owl#NCI_C12446,Corpus_Callosum
209,http://human.owl#NCI_C12447,Basal_Ganglia
210,http://human.owl#NCI_C12448,Corpus_Striatum
211,http://human.owl#NCI_C12449,Globus_Pallidus
212,http://human.owl#NCI_C12451,Caudate_Nucleus
213,http://human.owl#NCI_C12452,Putamen
214,http://human.owl#NCI_C12453,Substantia_Nigra
215,http://human.owl#NCI_C12454,Subthalamic_Nucleus
216,http://human.owl#NCI_C12455,Prosencephalon
217,http://human.owl#NCI_C12456,Diencephalon
218,http://human.owl#NCI_C12457,Epithalamus
219,http://human.owl#NCI_C12458,Hypothalamus
220,http://human.owl#NCI_C12459,Thalamus
221,http://human.owl#NCI_C12460,Tectum_Mesencephali
222,http://human.owl#NCI_C12461,Corpora_Quadrigemina
223,http://human.owl#NCI_C12462,Dorsal_Root_Ganglion
224,http://human.owl#NCI_C12464,Spinal_Cord
225,http://human.owl#NCI_C12465,Peripheral_Nervous_System
226,http://human.owl#NCI_C12466,Nerve
227,http://human.owl#NCI_C12467,Sympathetic_Ganglion
228,http://human.owl#NCI_C12468,Lung
229,http://human.owl#NCI_C12469,Pleural_Tissue
230,http://human.owl#NCI_C12470,Skin
231,http://human.owl#NCI_C12471,Soft_Tissue
232,http://human.owl#NCI_C12472,Adipose_Tissue
233,http://human.owl#NCI_C12473,Synovial_Membrane
234,http://human.owl#NCI_C12474,B-Lymphocyte
235,http://human.owl#NCI_C12475,Basal_Cell
236,http://human.owl#NCI_C12476,T-Lymphocyte
237,http://human.owl#NCI_C12477,Astrocyte
238,http://human.owl#NCI_C12478,Clear_Cell
239,http://human.owl#NCI_C12479,Ductal_Epithelial_Cell
240,http://human.owl#NCI_C12480,Terminal_Ductal_Lobular_Unit
241,http://human.owl#NCI_C12481,Endothelium
242,http://human.owl#NCI_C12482,Fibroblast
243,http://human.owl#NCI_C12485,Neuroendocrine_Cell
244,http://human.owl#NCI_C12486,Plasma_Cell
245,http://human.owl#NCI_C12493,Base_of_the_Skull
246,http://human.owl#NCI_C12494,Clivus
247,http://human.owl#NCI_C12495,Foramen_Magnum
248,http://human.owl#NCI_C12496,Jugular_Foramen
249,http://human.owl#NCI_C12497,Sella_Turcica
250,http://human.owl#NCI_C12498,External_Acoustic_Meatus
251,http://human.owl#NCI_C12499,Internal_Ear
252,http://human.owl#NCI_C12500,Eustachian_Tube
253,http://human.owl#NCI_C12502,Tympanic_Membrane
254,http://human.owl#NCI_C12503,Mastoid_Process
255,http://human.owl#NCI_C12505,Buccal_Mucosa
256,http://human.owl#NCI_C12506,Tooth
257,http://human.owl#NCI_C12507,Mantle_Field
258,http://human.owl#NCI_C12508,Cell
259,http://human.owl#NCI_C12509,Infratentorial_Brain
260,http://human.owl#NCI_C12510,Mesencephalon
261,http://human.owl#NCI_C12511,Pons_Varolii
262,http://human.owl#NCI_C12512,Supratentorial_Brain
263,http://human.owl#NCI_C12513,Sagittal_Sinus
264,http://human.owl#NCI_C12514,Inferior_Sagittal_Sinus
265,http://human.owl#NCI_C12515,Superior_Sagittal_Sinus
266,http://human.owl#NCI_C12519,Peripheral_Blood_Cell
267,http://human.owl#NCI_C12520,Platelet
268,http://human.owl#NCI_C12521,Erythrocyte
269,http://human.owl#NCI_C12526,Erythroid_Progenitor_Cell
270,http://human.owl#NCI_C12527,Erythroblast
271,http://human.owl#NCI_C12528,Polychromatophilic_Erythrocyte
272,http://human.owl#NCI_C12529,Leukocyte
273,http://human.owl#NCI_C12530,Granulocyte
274,http://human.owl#NCI_C12531,Basophil
275,http://human.owl#NCI_C12532,Eosinophil
276,http://human.owl#NCI_C12533,Neutrophil
277,http://human.owl#NCI_C12534,Non-Granular_Leukocyte
278,http://human.owl#NCI_C12535,Lymphocyte
279,http://human.owl#NCI_C12536,Natural_Killer_Cell
280,http://human.owl#NCI_C12537,CD4_Plus_T-Lymphocyte
281,http://human.owl#NCI_C12538,Helper-Inducer_T-Lymphocyte
282,http://human.owl#NCI_C12539,Type_1_Helper_Cell
283,http://human.owl#NCI_C12540,Type_2_Helper_Cell
284,http://human.owl#NCI_C12541,Suppressor-Inducer_T-Lymphocyte
285,http://human.owl#NCI_C12542,CD8_Plus_T-Lymphocyte
286,http://human.owl#NCI_C12543,Cytotoxic_T-Lymphocyte
287,http://human.owl#NCI_C12544,Suppressor-Effector_T-Lymphocyte
288,http://human.owl#NCI_C12546,Tumor_Infiltrating_Lymphocyte
289,http://human.owl#NCI_C12547,Monocyte
290,http://human.owl#NCI_C12548,Monocyte_Activated_Killer
291,http://human.owl#NCI_C12549,Myeloid_Cell
292,http://human.owl#NCI_C12550,Bone_Marrow_Blood-Forming_Cell
293,http://human.owl#NCI_C12551,Hematopoietic_Stem_Cell
294,http://human.owl#NCI_C12552,Myeloid_Progenitor_Cell
295,http://human.owl#NCI_C12553,Megakaryocyte
296,http://human.owl#NCI_C12555,Connective_and_Soft_Tissue_Cell
297,http://human.owl#NCI_C12556,Adipocyte
298,http://human.owl#NCI_C12557,Chondrocyte
299,http://human.owl#NCI_C12558,Macrophage
300,http://human.owl#NCI_C12559,Epithelioid_Cell
301,http://human.owl#NCI_C12563,Histiocyte
302,http://human.owl#NCI_C12564,Kupffer_Cell
303,http://human.owl#NCI_C12565,Alveolar_Macrophage
304,http://human.owl#NCI_C12566,Peritoneal_Macrophage
305,http://human.owl#NCI_C12567,Odontoblast
306,http://human.owl#NCI_C12568,Osteoblast
307,http://human.owl#NCI_C12569,Osteocyte
308,http://human.owl#NCI_C12570,Osteoclast
309,http://human.owl#NCI_C12571,Stromal_Cell
310,http://human.owl#NCI_C12572,Theca_Cell
311,http://human.owl#NCI_C12573,Endocrine_Cell_of_the_Gastrointestinal_System
312,http://human.owl#NCI_C12574,Delta_Cell
313,http://human.owl#NCI_C12575,Enterochromaffin_Cell
314,http://human.owl#NCI_C12576,Enterochromaffin-Like_Cell
315,http://human.owl#NCI_C12577,G-Cell
316,http://human.owl#NCI_C12578,Epithelial_Cell
317,http://human.owl#NCI_C12579,Ameloblast
318,http://human.owl#NCI_C12580,Chief_Cell
319,http://human.owl#NCI_C12583,Dendritic_Cell
320,http://human.owl#NCI_C12584,Langerhans_Cell
321,http://human.owl#NCI_C12585,Enterocyte
322,http://human.owl#NCI_C12586,Goblet_Cell
323,http://human.owl#NCI_C12587,Granulosa_Cell
324,http://human.owl#NCI_C12588,Hepatocyte
325,http://human.owl#NCI_C12589,Keratinocyte
326,http://human.owl#NCI_C12590,Supporting_Cell_of_Organ_of_Corti
327,http://human.owl#NCI_C12591,Melanocyte
328,http://human.owl#NCI_C12592,Merkel_Cell
329,http://human.owl#NCI_C12593,Paneth_Cell
330,http://human.owl#NCI_C12594,Parietal_Cell
331,http://human.owl#NCI_C12595,Sertoli_Cell
332,http://human.owl#NCI_C12596,Eukaryotic_Cell
333,http://human.owl#NCI_C12597,Germ_Cell
334,http://human.owl#NCI_C12598,Egg
335,http://human.owl#NCI_C12600,Primary_Oocyte
336,http://human.owl#NCI_C12602,Spermatozoon
337,http://human.owl#NCI_C12603,Head_of_the_Spermatozoon
338,http://human.owl#NCI_C12604,Spermatid
339,http://human.owl#NCI_C12605,Spermatocyte
340,http://human.owl#NCI_C12606,Spermatogonium
341,http://human.owl#NCI_C12608,Islet_of_Langerhans
342,http://human.owl#NCI_C12609,Leydig_Cell
343,http://human.owl#NCI_C12610,Lutein_Cell
344,http://human.owl#NCI_C12611,Antibody_Producing_Cell
345,http://human.owl#NCI_C12612,Muscle_Cell
346,http://human.owl#NCI_C12613,Muscle_Fibers_Fast-Twitch
347,http://human.owl#NCI_C12614,Muscle_Fibers_Slow-Twitch
348,http://human.owl#NCI_C12615,Glial_Cell
349,http://human.owl#NCI_C12616,Microglia
350,http://human.owl#NCI_C12617,Neuropil
351,http://human.owl#NCI_C12618,Oligodendroglia_Cell
352,http://human.owl#NCI_C12619,Perineuronal_Satellite_Cell
353,http://human.owl#NCI_C12620,Schwann_Cell
354,http://human.owl#NCI_C12621,Antigen_Presenting_Cell
355,http://human.owl#NCI_C12622,Follicular_Dendritic_Cell
356,http://human.owl#NCI_C12623,Neuron
357,http://human.owl#NCI_C12624,Preganglionic_Autonomic_Fiber
358,http://human.owl#NCI_C12625,Interneuron
359,http://human.owl#NCI_C12626,Amacrine_Cell
360,http://human.owl#NCI_C12627,Myelinated_Nerve_Fiber
361,http://human.owl#NCI_C12628,Sensory_Neuron
362,http://human.owl#NCI_C12629,Hair_Cell
363,http://human.owl#NCI_C12630,Type_I_Hair_Cell
364,http://human.owl#NCI_C12631,Type_II_Hair_Cell
365,http://human.owl#NCI_C12632,Vestibular_Hair_Cell
366,http://human.owl#NCI_C12633,Olfactory_Receptor_Neuron
367,http://human.owl#NCI_C12634,Photoreceptor_Cell
368,http://human.owl#NCI_C12635,Photoreceptors_Invertebrate
369,http://human.owl#NCI_C12636,Photoreceptors_Vertebrate
370,http://human.owl#NCI_C12637,Cone
371,http://human.owl#NCI_C12638,Rod
372,http://human.owl#NCI_C12639,Rod_Outer_Segment
373,http://human.owl#NCI_C12640,Posterior_Horn_Cell
374,http://human.owl#NCI_C12641,Substantia_Gelatinosa
375,http://human.owl#NCI_C12642,Retinal_Ganglion_Cell
376,http://human.owl#NCI_C12643,Efferent_Neuron
377,http://human.owl#NCI_C12644,Motor_Neuron
378,http://human.owl#NCI_C12645,Anterior_Horn_Cell
379,http://human.owl#NCI_C12646,Gamma_Motor_Neuron
380,http://human.owl#NCI_C12647,Nitrergic_Neuron
381,http://human.owl#NCI_C12648,Postganglionic_Autonomic_Fiber
382,http://human.owl#NCI_C12649,Postganglionic_Parasympathetic_Fiber
383,http://human.owl#NCI_C12650,Postganglionic_Sympathetic_Fiber
384,http://human.owl#NCI_C12651,Purkinje_s_Cell
385,http://human.owl#NCI_C12652,Pyramidal_Cell
386,http://human.owl#NCI_C12654,Oxyphil_Cell
387,http://human.owl#NCI_C12656,Pericyte
388,http://human.owl#NCI_C12657,Phagocytic_Cell
389,http://human.owl#NCI_C12662,Stem_Cell
390,http://human.owl#NCI_C12664,Abdominal_Cavity
391,http://human.owl#NCI_C12665,Abducens_Nerve
392,http://human.owl#NCI_C12666,Adrenal_Gland
393,http://human.owl#NCI_C12667,Anterior_Chamber_of_the_Eye
394,http://human.owl#NCI_C12668,Anterior_Eye_Segment
395,http://human.owl#NCI_C12669,Aorta
396,http://human.owl#NCI_C12670,Aortic_Valve
397,http://human.owl#NCI_C12671,Upper_Extremity
398,http://human.owl#NCI_C12672,Arteriole
399,http://human.owl#NCI_C12673,Autonomic_Nervous_System
400,http://human.owl#NCI_C12674,Axilla
401,http://human.owl#NCI_C12675,Bartholin_s_Gland
402,http://human.owl#NCI_C12676,Basilar_Artery
403,http://human.owl#NCI_C12677,Intrahepatic_Bile_Duct
404,http://human.owl#NCI_C12678,Biliary_Tract
405,http://human.owl#NCI_C12679,Blood_Vessel
406,http://human.owl#NCI_C12680,Body_Region
407,http://human.owl#NCI_C12681,Brachial_Artery
408,http://human.owl#NCI_C12682,Brachial_Plexus
409,http://human.owl#NCI_C12683,Bronchus
410,http://human.owl#NCI_C12684,Bronchiole
411,http://human.owl#NCI_C12685,Capillary
412,http://human.owl#NCI_C12686,Cardiovascular_System
413,http://human.owl#NCI_C12687,Carotid_Artery
414,http://human.owl#NCI_C12688,Carpal_Bone
415,http://human.owl#NCI_C12689,Cauda_Equina
416,http://human.owl#NCI_C12690,Cavernous_Sinus
417,http://human.owl#NCI_C12691,Cerebral_Artery
418,http://human.owl#NCI_C12692,Cerebrospinal_Fluid
419,http://human.owl#NCI_C12693,Cervical_Vertebra
420,http://human.owl#NCI_C12694,Choroid_Plexus
421,http://human.owl#NCI_C12695,Clavicle
422,http://human.owl#NCI_C12696,Coccyx
423,http://human.owl#NCI_C12697,Cochlear_Nerve
424,http://human.owl#NCI_C12698,Common_Bile_Duct
425,http://human.owl#NCI_C12699,Corneal_Stroma
426,http://human.owl#NCI_C12700,Cranial_Nerve
427,http://human.owl#NCI_C12701,Dermis
428,http://human.owl#NCI_C12702,Diaphragm
429,http://human.owl#NCI_C12704,Endocrine_Gland
430,http://human.owl#NCI_C12705,Endocrine_System
431,http://human.owl#NCI_C12707,Corneal_Endothelium
432,http://human.owl#NCI_C12708,Epidermis
433,http://human.owl#NCI_C12709,Epiglottis
434,http://human.owl#NCI_C12710,Epithelium
435,http://human.owl#NCI_C12711,Ethmoid_Bone
436,http://human.owl#NCI_C12712,Exocrine_Gland
437,http://human.owl#NCI_C12713,Eyelid
438,http://human.owl#NCI_C12714,Facial_Nerve
439,http://human.owl#NCI_C12715,Femoral_Artery
440,http://human.owl#NCI_C12716,Femoral_Vein
441,http://human.owl#NCI_C12717,Femur
442,http://human.owl#NCI_C12718,Fibula
443,http://human.owl#NCI_C12719,Ganglion
444,http://human.owl#NCI_C12720,Autonomic_Ganglion
445,http://human.owl#NCI_C12721,Geniculate_Ganglion
446,http://human.owl#NCI_C12722,Male_Reproductive_System
447,http://human.owl#NCI_C12723,Glossopharyngeal_Nerve
448,http://human.owl#NCI_C12724,Glottis
449,http://human.owl#NCI_C12725,Gonad
450,http://human.owl#NCI_C12726,Inguinal_Region
451,http://human.owl#NCI_C12727,Heart
452,http://human.owl#NCI_C12728,Cardiac_Atrium
453,http://human.owl#NCI_C12729,Cardiac_Valve
454,http://human.owl#NCI_C12730,Cardiac_Ventricle
455,http://human.owl#NCI_C12731,Humerus
456,http://human.owl#NCI_C12732,Hypoglossal_Nerve
457,http://human.owl#NCI_C12733,Iliac_Artery
458,http://human.owl#NCI_C12734,Iliac_Vein
459,http://human.owl#NCI_C12735,Immune_System
460,http://human.owl#NCI_C12736,Intestine
461,http://human.owl#NCI_C12737,Iris
462,http://human.owl#NCI_C12738,Jugular_Vein
463,http://human.owl#NCI_C12739,Renal_Cortex
464,http://human.owl#NCI_C12740,Renal_Medulla
465,http://human.owl#NCI_C12742,Lower_Extremity
466,http://human.owl#NCI_C12743,Crystalline_Lens
467,http://human.owl#NCI_C12744,Lumbar_Vertebra
468,http://human.owl#NCI_C12745,Lymph_Node
469,http://human.owl#NCI_C12746,Lymphatic_System
470,http://human.owl#NCI_C12747,Mast_Cell
471,http://human.owl#NCI_C12748,Mediastinum
472,http://human.owl#NCI_C12749,Membrane
473,http://human.owl#NCI_C12751,Metacarpal_Bone
474,http://human.owl#NCI_C12752,Metatarsal_Bone
475,http://human.owl#NCI_C12753,Mitral_Valve
476,http://human.owl#NCI_C12754,Musculoskeletal_System
477,http://human.owl#NCI_C12755,Nervous_System
478,http://human.owl#NCI_C12756,Nose
479,http://human.owl#NCI_C12757,Occipital_Bone
480,http://human.owl#NCI_C12758,Oculomotor_Nerve
481,http://human.owl#NCI_C12759,Olfactory_Nerve
482,http://human.owl#NCI_C12760,Optic_Disc
483,http://human.owl#NCI_C12761,Optic_Nerve
484,http://human.owl#NCI_C12762,Oropharynx
485,http://human.owl#NCI_C12763,Paranasal_Sinus
486,http://human.owl#NCI_C12764,Parasympathetic_Nervous_System
487,http://human.owl#NCI_C12765,Parathyroid_Gland
488,http://human.owl#NCI_C12766,Parietal_Bone
489,http://human.owl#NCI_C12767,Pelvis
490,http://human.owl#NCI_C12768,Peripheral_Nerve
491,http://human.owl#NCI_C12769,Peritoneal_Cavity
492,http://human.owl#NCI_C12770,Peritoneum
493,http://human.owl#NCI_C12771,Peyer_s_Patch
494,http://human.owl#NCI_C12772,Anterior_Lobe_of_the_Pituitary_Gland
495,http://human.owl#NCI_C12773,Posterior_Lobe_of_the_Pituitary_Gland
496,http://human.owl#NCI_C12774,Pulmonary_Artery
497,http://human.owl#NCI_C12775,Pulmonary_Valve
498,http://human.owl#NCI_C12776,Pulmonary_Vein
499,http://human.owl#NCI_C12777,Radius_Bone
500,http://human.owl#NCI_C12778,Renal_Artery
501,http://human.owl#NCI_C12779,Respiratory_System
502,http://human.owl#NCI_C12780,Reticuloendothelial_System
503,http://human.owl#NCI_C12782,Rib
504,http://human.owl#NCI_C12783,Scapula
505,http://human.owl#NCI_C12784,Sclera
506,http://human.owl#NCI_C12785,Scrotum
507,http://human.owl#NCI_C12786,Lunate_Bone
508,http://human.owl#NCI_C12787,Seminal_Vesicle
509,http://human.owl#NCI_C12788,Skeletal_System
510,http://human.owl#NCI_C12789,Skull
511,http://human.owl#NCI_C12790,Sphenoid_Bone
512,http://human.owl#NCI_C12791,Spinal_Nerve_Root
513,http://human.owl#NCI_C12792,Spinal_Nerve
514,http://human.owl#NCI_C12793,Sternum
